"sheet_index","project_index","project_acc_bioprj","biosample_acc_sra","run_acc_sra","sampleEnteredBy","collectorList","materialSampleID","genus","specificEpithet","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","georeferenceProtocol","habitat","microHabitat","environmentalMedium","yearCollected","monthCollected","dayCollected","establishmentMeans","permitInformation","associatedReferences","preservative","derivedGeneticDataType","derivedGeneticDataURI","derivedGeneticDataFormat","derivedGeneticDataFilename","derivedGeneticDataRemarks","phylum","class","order","family","colloquialName","nomenclaturalCode","scientificNameID","infraspecies","lifeStage","sex","otherCatalogNumbers","associatedMedia","samplingProtocol","tissueType","continentOcean","island","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","stateProvince","landOwner","library_selection_sra","library_strat_sra","read_type_sra","sequencing_platform","instrument_model","study_acc_sra","experiment_acc_sra","package_biosamp","dataset_id","ligation_id.x","sample_id.x","site.x","date_time.x","gps.x","year.x","month.x","day.x","hour.x","minute.x","lat.x","lon.x","ligation_id.y","sample_id.y","site.y","date_time.y","gps.y","year.y","month.y","day.y","hour.y","minute.y","lat.y","lon.y"
1558,"M0066","PRJNA563695","SAMN12685811","SRR10061780","Sofia Beskid","Michelle Stuart","APCL13_368_L0382","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795359","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0382","APCL13_368","S. Magbangon",2013-05-29 07:06:00,1,2013,5,29,7,6,10.856253,124.7258,"L0382","APCL13_368","S. Magbangon",2013-05-29 07:06:00,1,2013,5,29,7,6,10.856253,124.7258
1559,"M0066","PRJNA563695","SAMN12746958","SRR10117906","Sofia Beskid","Michelle Stuart","APCL17_472_L4940","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847767","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4940","APCL17_472","Sitio Baybayon",2017-06-05 06:23:23,5,2017,6,5,6,23,10.6338617415,124.776514477575,"L4940","APCL17_472","Sitio Baybayon",2017-06-05 06:23:23,5,2017,6,5,6,23,10.6338617415,124.776514477575
1560,"M0066","PRJNA563695","SAMN12743196","SRR10114808","Sofia Beskid","Michelle Stuart","APCL16_680_L3712","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844439","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3712","APCL16_680","N. Magbangon",2016-06-06 06:22:00,4,2016,6,6,6,22,10.861092915275,124.7217290383,"L3712","APCL16_680","N. Magbangon",2016-06-06 06:22:00,4,2016,6,6,6,22,10.861092915275,124.7217290383
1561,"M0066","PRJNA563695","SAMN12743359","SRR10115106","Sofia Beskid","Michelle Stuart","APCL18_327_L3888","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844804","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3888","APCL18_327","Sitio Baybayon",2018-03-16 03:31:00,4,2018,3,16,3,31,10.634986571975,124.776193660225,"L3888","APCL18_327","Sitio Baybayon",2018-03-16 03:31:00,4,2018,3,16,3,31,10.634986571975,124.776193660225
1562,"M0066","PRJNA563695","SAMN12742855","SRR10114984","Sofia Beskid","Michelle Stuart","APCL16_008_L3077","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844263","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3077","APCL16_008","Sitio Baybayon",2016-05-12 03:15:00,3,2016,5,12,3,15,10.633626838675,124.7767978278,"L3077","APCL16_008","Sitio Baybayon",2016-05-12 03:15:00,3,2016,5,12,3,15,10.633626838675,124.7767978278
1563,"M0066","PRJNA563695","SAMN12742991","SRR10114852","Sofia Beskid","Michelle Stuart","APCL17_157_L3344","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844395","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3344","APCL17_157","Poroc San Flower",2017-05-21 01:51:41,5,2017,5,21,1,51,10.76422696935,124.785305103275,"L3344","APCL17_157","Poroc San Flower",2017-05-21 01:51:41,5,2017,5,21,1,51,10.76422696935,124.785305103275
1564,"M0066","PRJNA563695","SAMN12747212","SRR10118295","Sofia Beskid","Michelle Stuart","APCL16_036_L5209","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848050","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5209","APCL16_036","Palanas",2016-05-13 02:50:00,3,2016,5,13,2,50,10.87422871965,124.7107156785,"L5209","APCL16_036","Palanas",2016-05-13 02:50:00,3,2016,5,13,2,50,10.87422871965,124.7107156785
1565,"M0066","PRJNA563695","SAMN12686375","SRR10062226","Sofia Beskid","Michelle Stuart","APCL14_266_L1302","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796248","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1302","APCL14_266","Sitio Baybayon",2014-06-22 02:00:00,1,2014,6,22,2,0,10.634294,124.7767645,"L1302","APCL14_266","Sitio Baybayon",2014-06-22 02:00:00,1,2014,6,22,2,0,10.634294,124.7767645
1566,"M0066","PRJNA563695","SAMN12686421","SRR10062175","Sofia Beskid","Michelle Stuart","APCL12_105_L1766","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796299","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1766","APCL12_105","Wangag",2012-05-09 06:33:00,1,2012,5,9,6,33,10.87185575,124.713827,"L1766","APCL12_105","Wangag",2012-05-09 06:33:00,1,2012,5,9,6,33,10.87185575,124.713827
1567,"M0066","PRJNA563695","SAMN12743354","SRR10115112","Sofia Beskid","Michelle Stuart","APCL18_320_L3882","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844798","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3882","APCL18_320","Sitio Baybayon",2018-03-16 02:52:00,4,2018,3,16,2,52,10.635162068075,124.77585186715,"L3882","APCL18_320","Sitio Baybayon",2018-03-16 02:52:00,4,2018,3,16,2,52,10.635162068075,124.77585186715
1568,"M0066","PRJNA563695","SAMN12743352","SRR10115114","Sofia Beskid","Michelle Stuart","APCL18_318_L3880","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844796","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3880","APCL18_318","Sitio Baybayon",2018-03-16 02:47:00,4,2018,3,16,2,47,10.635151234475,124.775856079075,"L3880","APCL18_318","Sitio Baybayon",2018-03-16 02:47:00,4,2018,3,16,2,47,10.635151234475,124.775856079075
1569,"M0066","PRJNA563695","SAMN12746691","SRR10118120","Sofia Beskid","Michelle Stuart","APCL18_451_L3966","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847553","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3966","APCL18_451","Sitio Baybayon",2018-03-19 04:16:00,4,2018,3,19,4,16,10.635497197525,124.776144835625,"L3966","APCL18_451","Sitio Baybayon",2018-03-19 04:16:00,4,2018,3,19,4,16,10.635497197525,124.776144835625
1570,"M0066","PRJNA563695","SAMN12747229","SRR10118277","Sofia Beskid","Michelle Stuart","APCL16_521_L5229","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848068","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5229","APCL16_521","Wangag",2016-06-03 05:59:00,3,2016,6,3,5,59,10.8705605683,124.714662004275,"L5229","APCL16_521","Wangag",2016-06-03 05:59:00,3,2016,6,3,5,59,10.8705605683,124.714662004275
1571,"M0066","PRJNA563695","SAMN12742742","SRR10114437","Sofia Beskid","Michelle Stuart","APCL15_404741_L2919","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844138","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2919","APCL15_404741","Palanas",2015-05-30 06:39:00,3,2015,5,30,6,39,10.8729482163,124.71218529855,"L2919","APCL15_404741","Palanas",2015-05-30 06:39:00,3,2015,5,30,6,39,10.8729482163,124.71218529855
1572,"M0066","PRJNA563695","SAMN12747211","SRR10118296","Sofia Beskid","Michelle Stuart","APCL16_491_L5208","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848049","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5208","APCL16_491","S. Magbangon",2016-06-03 01:57:00,3,2016,6,3,1,57,10.85781892295,124.724596655,"L5208","APCL16_491","S. Magbangon",2016-06-03 01:57:00,3,2016,6,3,1,57,10.85781892295,124.724596655
1573,"M0066","PRJNA563695","SAMN12747300","SRR10118744","Sofia Beskid","Michelle Stuart","APCL16_612_L5304","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848148","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5304","APCL16_612","Cabatoan",2016-06-06 01:45:00,4,2016,6,6,1,45,10.8555073198,124.726161304875,"L5304","APCL16_612","Cabatoan",2016-06-06 01:45:00,4,2016,6,6,1,45,10.8555073198,124.726161304875
1574,"M0066","PRJNA563695","SAMN12746696","SRR10118115","Sofia Beskid","Michelle Stuart","APCL18_458_L3971","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847558","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3971","APCL18_458","Sitio Baybayon",2018-03-19 06:16:00,4,2018,3,19,6,16,10.63545650335,124.776150032425,"L3971","APCL18_458","Sitio Baybayon",2018-03-19 06:16:00,4,2018,3,19,6,16,10.63545650335,124.776150032425
1575,"M0066","PRJNA563695","SAMN12685727","SRR10062053","Sofia Beskid","Michelle Stuart","APCL13_246_L0279","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795758","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0279","APCL13_246","Palanas",2013-05-27 06:45:00,1,2013,5,27,6,45,10.874273,124.710655,"L0279","APCL13_246","Palanas",2013-05-27 06:45:00,1,2013,5,27,6,45,10.874273,124.710655
1576,"M0066","PRJNA563695","SAMN12686167","SRR10061794","Sofia Beskid","Michelle Stuart","APCL14_391_L0935","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796017","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0935","APCL14_391","Wangag",2014-06-23 07:15:00,1,2014,6,23,7,15,10.871373,124.71420925,"L0935","APCL14_391","Wangag",2014-06-23 07:15:00,1,2014,6,23,7,15,10.871373,124.71420925
1577,"M0066","PRJNA563695","SAMN12747544","SRR10118154","Sofia Beskid","Michelle Stuart","APCL17_521_L5607","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847519","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5607","APCL17_521","Haina",2017-06-06 04:11:20,5,2017,6,6,4,11,10.64129347215,124.77826053275,"L5607","APCL17_521","Haina",2017-06-06 04:11:20,5,2017,6,6,4,11,10.64129347215,124.77826053275
1578,"M0066","PRJNA563695","SAMN12742733","SRR10114447","Sofia Beskid","Michelle Stuart","APCL15_025_L2910","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844128","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2910","APCL15_025","Wangag",2015-05-31 06:18:00,3,2015,5,31,6,18,10.87143042125,124.7142065945,"L2910","APCL15_025","Wangag",2015-05-31 06:18:00,3,2015,5,31,6,18,10.87143042125,124.7142065945
1579,"M0066","PRJNA563695","SAMN12747220","SRR10118286","Sofia Beskid","Michelle Stuart","APCL16_507_L5217","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848059","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5217","APCL16_507","S. Magbangon",2016-06-03 03:00:00,3,2016,6,3,3,0,10.858221254325,124.724321058,"L5217","APCL16_507","S. Magbangon",2016-06-03 03:00:00,3,2016,6,3,3,0,10.858221254325,124.724321058
1580,"M0066","PRJNA563695","SAMN12686042","SRR10061933","Sofia Beskid","Michelle Stuart","","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795878","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,"M0066","PRJNA563695","SAMN12686147","SRR10061816","Sofia Beskid","Michelle Stuart","APCL14_200_L0915","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795995","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0915","APCL14_200","S. Magbangon",2014-06-18 00:51:00,1,2014,6,18,0,51,10.85640325,124.72564175,"L0915","APCL14_200","S. Magbangon",2014-06-18 00:51:00,1,2014,6,18,0,51,10.85640325,124.72564175
1582,"M0066","PRJNA563695","SAMN12746983","SRR10118549","Sofia Beskid","Michelle Stuart","APCL16_193_L4966","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847796","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4966","APCL16_193","Gabas",2016-05-19 00:49:00,3,2016,5,19,0,49,10.7282238244,124.7934866999,"L4966","APCL16_193","Gabas",2016-05-19 00:49:00,3,2016,5,19,0,49,10.7282238244,124.7934866999
1583,"M0066","PRJNA563695","SAMN12747094","SRR10118426","Sofia Beskid","Michelle Stuart","APCL16_333_L5082","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847919","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5082","APCL16_333","N. Magbangon",2016-05-29 03:29:00,3,2016,5,29,3,29,10.861829370275,124.72108302405,"L5082","APCL16_333","N. Magbangon",2016-05-29 03:29:00,3,2016,5,29,3,29,10.861829370275,124.72108302405
1584,"M0066","PRJNA563695","SAMN12742491","SRR10114689","Sofia Beskid","Michelle Stuart","APCL15_370599_L2647","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844558","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2647","APCL15_370599","Haina",2015-06-09 06:37:00,3,2015,6,9,6,37,10.641096015425,124.782976002875,"L2647","APCL15_370599","Haina",2015-06-09 06:37:00,3,2015,6,9,6,37,10.641096015425,124.782976002875
1585,"M0066","PRJNA563695","SAMN12686144","SRR10061819","Sofia Beskid","Michelle Stuart","APCL14_166_L0912","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795992","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0912","APCL14_166","Palanas",2014-06-17 02:11:00,1,2014,6,17,2,11,10.87378275,124.71090475,"L0912","APCL14_166","Palanas",2014-06-17 02:11:00,1,2014,6,17,2,11,10.87378275,124.71090475
1586,"M0066","PRJNA563695","SAMN12742493","SRR10115330","Sofia Beskid","Michelle Stuart","APCL15_354247_L2649","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844580","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2649","APCL15_354247","Hicgop South",2015-06-07 01:47:00,3,2015,6,7,1,47,10.81165433395,124.76424777185,"L2649","APCL15_354247","Hicgop South",2015-06-07 01:47:00,3,2015,6,7,1,47,10.81165433395,124.76424777185
